trials,ID,session,outcome,response,confidence
124,48,1,56,62.0,0.567577199999505
125,48,1,47,58.0,0.367966999998316
126,48,1,44,47.0,0.467648899997585
127,48,1,44,44.0,0.567602800001623
128,48,1,48,43.0,0.501004900001135
129,48,1,41,39.0,0.650956699999369
130,48,1,42,43.0,0.650932200001989
131,48,1,45,41.0,0.767538800002512
132,48,1,76,43.0,0.734315800000331
133,48,1,77,69.0,0.134253100000933
134,48,1,81,78.0,0.334326000000146
135,48,1,85,85.0,0.701023099998565
136,48,1,77,75.0,0.534288999999262
137,48,1,78,71.0,0.801080599998386
138,48,1,79,82.0,0.717604699999356
139,48,1,74,83.0,0.717614700002741
140,48,1,78,82.0,0.56763150000188
141,48,1,81,77.0,0.484269699998549
142,48,1,64,81.0,0.400929299998097
143,48,1,68,73.0,0.234308600000077
144,48,1,59,72.0,0.150901200002409
145,48,1,63,62.0,0.167623299999832
146,48,1,70,62.0,0.450932399999147
147,48,1,61,78.0,0.234324299999571
148,48,1,71,71.0,0.100897500000428
